lead_id,stage,stage_date,revenue
L00259,Lead,2025-02-17,0.0
L00259,MQL,2025-02-22,0.0
L00259,Lost,2025-03-16,0.0
L00260,Lead,2025-06-23,0.0
L00260,MQL,2025-06-25,0.0
L00260,Lost,2025-07-13,0.0
L00261,Lead,2025-01-16,0.0
L00261,Lost,2025-01-30,0.0
L00262,Lead,2025-04-17,0.0
L00262,Lost,2025-04-22,0.0
L00263,Lead,2025-02-23,0.0
L00263,MQL,2025-03-08,0.0
L00263,SQL,2025-03-22,0.0
L00263,Lost,2025-04-19,0.0
L00264,Lead,2025-01-29,0.0
L00264,MQL,2025-02-03,0.0
L00264,Lost,2025-02-23,0.0
L00265,Lead,2025-06-23,0.0
L00265,MQL,2025-07-05,0.0
L00265,SQL,2025-07-17,0.0
L00265,Lost,2025-08-20,0.0
L00266,Lead,2025-01-15,0.0
L00266,Lost,2025-01-30,0.0
L00267,Lead,2025-05-07,0.0
L00267,MQL,2025-05-19,0.0
L00267,Lost,2025-06-03,0.0
L00268,Lead,2025-06-24,0.0
L00268,Lost,2025-06-28,0.0
L00269,Lead,2025-05-23,0.0
L00269,MQL,2025-05-25,0.0
L00269,SQL,2025-05-30,0.0
L00269,Lost,2025-06-16,0.0
L00270,Lead,2025-03-29,0.0
L00270,MQL,2025-04-10,0.0
L00270,Lost,2025-04-16,0.0
L00271,Lead,2025-01-15,0.0
L00271,MQL,2025-01-22,0.0
L00271,SQL,2025-01-28,0.0
L00271,Customer,2025-02-09,4834.35
L00272,Lead,2025-01-14,0.0
L00272,MQL,2025-01-17,0.0
L00272,SQL,2025-02-06,0.0
L00272,Lost,2025-03-05,0.0
L00273,Lead,2025-03-18,0.0
L00273,MQL,2025-03-20,0.0
L00273,Lost,2025-04-12,0.0
L00274,Lead,2025-05-08,0.0
L00274,Lost,2025-05-22,0.0
L00275,Lead,2025-06-11,0.0
L00275,Lost,2025-06-24,0.0
L00276,Lead,2025-04-30,0.0
L00276,Lost,2025-05-11,0.0
L00277,Lead,2025-03-04,0.0
L00277,MQL,2025-03-18,0.0
L00277,Lost,2025-04-12,0.0
L00278,Lead,2025-05-05,0.0
L00278,MQL,2025-05-06,0.0
L00278,Lost,2025-05-09,0.0
L00279,Lead,2025-02-06,0.0
L00279,MQL,2025-02-18,0.0
L00279,Lost,2025-03-08,0.0
L00280,Lead,2025-04-23,0.0
L00280,MQL,2025-05-03,0.0
L00280,Lost,2025-05-14,0.0
L00281,Lead,2025-05-19,0.0
L00281,MQL,2025-05-21,0.0
L00281,SQL,2025-05-26,0.0
L00281,Lost,2025-06-23,0.0
L00282,Lead,2025-04-05,0.0
L00282,MQL,2025-04-06,0.0
L00282,Lost,2025-04-28,0.0
L00283,Lead,2025-05-05,0.0
L00283,Lost,2025-05-21,0.0
L00284,Lead,2025-01-14,0.0
L00284,MQL,2025-01-17,0.0
L00284,SQL,2025-01-28,0.0
L00284,Customer,2025-03-08,20866.93
L00285,Lead,2025-03-27,0.0
L00285,MQL,2025-04-02,0.0
L00285,SQL,2025-04-13,0.0
L00285,Lost,2025-04-24,0.0
L00286,Lead,2025-06-29,0.0
L00286,MQL,2025-07-06,0.0
L00286,Lost,2025-07-10,0.0
L00287,Lead,2025-06-12,0.0
L00287,Lost,2025-06-18,0.0
L00288,Lead,2025-06-06,0.0
L00288,MQL,2025-06-17,0.0
L00288,SQL,2025-06-27,0.0
L00288,Lost,2025-07-24,0.0
L00289,Lead,2025-05-15,0.0
L00289,MQL,2025-05-18,0.0
L00289,SQL,2025-05-26,0.0
L00289,Lost,2025-06-27,0.0
L00290,Lead,2025-01-18,0.0
L00290,Lost,2025-02-01,0.0
L00291,Lead,2025-04-01,0.0
L00291,MQL,2025-04-04,0.0
L00291,SQL,2025-04-23,0.0
L00291,Lost,2025-05-21,0.0
L00292,Lead,2025-01-03,0.0
L00292,Lost,2025-01-12,0.0
L00293,Lead,2025-05-07,0.0
L00293,MQL,2025-05-19,0.0
L00293,SQL,2025-06-08,0.0
L00293,Customer,2025-07-08,14729.62
L00294,Lead,2025-04-05,0.0
L00294,MQL,2025-04-17,0.0
L00294,SQL,2025-05-06,0.0
L00294,Lost,2025-05-28,0.0
L00295,Lead,2025-06-09,0.0
L00295,Lost,2025-06-12,0.0
L00296,Lead,2025-06-08,0.0
L00296,Lost,2025-06-24,0.0
L00297,Lead,2025-01-21,0.0
L00297,MQL,2025-02-04,0.0
L00297,SQL,2025-02-25,0.0
L00297,Lost,2025-03-10,0.0
L00298,Lead,2025-05-31,0.0
L00298,MQL,2025-06-06,0.0
L00298,Lost,2025-06-22,0.0
L00299,Lead,2025-05-20,0.0
L00299,Lost,2025-05-28,0.0
L00300,Lead,2025-06-26,0.0
L00300,Lost,2025-07-09,0.0
L00301,Lead,2025-06-01,0.0
L00301,Lost,2025-06-18,0.0
L00302,Lead,2025-06-18,0.0
L00302,MQL,2025-06-26,0.0
L00302,SQL,2025-07-02,0.0
L00302,Customer,2025-08-12,11771.73
L00303,Lead,2025-02-01,0.0
L00303,Lost,2025-02-15,0.0
L00304,Lead,2025-06-13,0.0
L00304,MQL,2025-06-23,0.0
L00304,SQL,2025-07-01,0.0
L00304,Lost,2025-07-12,0.0
L00305,Lead,2025-03-30,0.0
L00305,MQL,2025-04-03,0.0
L00305,SQL,2025-04-11,0.0
L00305,Lost,2025-05-14,0.0
L00306,Lead,2025-02-19,0.0
L00306,MQL,2025-02-22,0.0
L00306,Lost,2025-03-09,0.0
L00307,Lead,2025-06-22,0.0
L00307,Lost,2025-07-07,0.0
L00308,Lead,2025-02-03,0.0
L00308,MQL,2025-02-07,0.0
L00308,Lost,2025-03-04,0.0
L00309,Lead,2025-01-04,0.0
L00309,Lost,2025-01-23,0.0
L00310,Lead,2025-01-12,0.0
L00310,MQL,2025-01-21,0.0
L00310,SQL,2025-01-23,0.0
L00310,Lost,2025-02-07,0.0
L00311,Lead,2025-02-27,0.0
L00311,MQL,2025-03-05,0.0
L00311,Lost,2025-03-15,0.0
L00312,Lead,2025-01-05,0.0
L00312,Lost,2025-01-17,0.0
L00313,Lead,2025-03-10,0.0
L00313,Lost,2025-03-25,0.0
L00314,Lead,2025-03-19,0.0
L00314,MQL,2025-03-20,0.0
L00314,Lost,2025-04-01,0.0
L00315,Lead,2025-02-28,0.0
L00315,Lost,2025-03-06,0.0
L00316,Lead,2025-05-21,0.0
L00316,Lost,2025-05-27,0.0
L00317,Lead,2025-02-12,0.0
L00317,MQL,2025-02-25,0.0
L00317,Lost,2025-03-19,0.0
L00318,Lead,2025-06-16,0.0
L00318,MQL,2025-06-22,0.0
L00318,SQL,2025-06-25,0.0
L00318,Customer,2025-07-31,11074.97
L00319,Lead,2025-02-03,0.0
L00319,Lost,2025-02-08,0.0
L00320,Lead,2025-03-25,0.0
L00320,MQL,2025-04-03,0.0
L00320,Lost,2025-04-27,0.0
L00321,Lead,2025-04-02,0.0
L00321,Lost,2025-04-18,0.0
L00322,Lead,2025-04-12,0.0
L00322,MQL,2025-04-13,0.0
L00322,SQL,2025-04-29,0.0
L00322,Lost,2025-05-06,0.0
L00323,Lead,2025-05-05,0.0
L00323,MQL,2025-05-17,0.0
L00323,SQL,2025-05-19,0.0
L00323,Lost,2025-05-27,0.0
L00324,Lead,2025-01-31,0.0
L00324,MQL,2025-02-05,0.0
L00324,Lost,2025-02-18,0.0
L00325,Lead,2025-01-12,0.0
L00325,MQL,2025-01-16,0.0
L00325,Lost,2025-02-10,0.0
L00326,Lead,2025-03-25,0.0
L00326,MQL,2025-04-03,0.0
L00326,Lost,2025-04-20,0.0
L00327,Lead,2025-01-01,0.0
L00327,Lost,2025-01-09,0.0
L00328,Lead,2025-02-01,0.0
L00328,Lost,2025-02-16,0.0
L00329,Lead,2025-05-14,0.0
L00329,Lost,2025-06-03,0.0
L00330,Lead,2025-05-05,0.0
L00330,Lost,2025-05-24,0.0
L00331,Lead,2025-02-23,0.0
L00331,Lost,2025-03-05,0.0
L00332,Lead,2025-06-05,0.0
L00332,Lost,2025-06-25,0.0
L00333,Lead,2025-01-28,0.0
L00333,MQL,2025-02-09,0.0
L00333,Lost,2025-02-21,0.0
L00334,Lead,2025-02-06,0.0
L00334,Lost,2025-02-21,0.0
L00335,Lead,2025-01-04,0.0
L00335,MQL,2025-01-10,0.0
L00335,Lost,2025-02-01,0.0
L00336,Lead,2025-03-10,0.0
L00336,MQL,2025-03-23,0.0
L00336,SQL,2025-04-03,0.0
L00336,Customer,2025-04-27,10078.71
L00337,Lead,2025-06-01,0.0
L00337,Lost,2025-06-17,0.0
L00338,Lead,2025-01-13,0.0
L00338,MQL,2025-01-19,0.0
L00338,SQL,2025-02-02,0.0
L00338,Lost,2025-03-01,0.0
L00339,Lead,2025-06-16,0.0
L00339,Lost,2025-06-24,0.0
L00340,Lead,2025-06-04,0.0
L00340,MQL,2025-06-10,0.0
L00340,SQL,2025-06-27,0.0
L00340,Lost,2025-07-30,0.0
L00341,Lead,2025-05-02,0.0
L00341,MQL,2025-05-07,0.0
L00341,Lost,2025-05-25,0.0
L00342,Lead,2025-04-27,0.0
L00342,MQL,2025-05-04,0.0
L00342,SQL,2025-05-10,0.0
L00342,Lost,2025-06-02,0.0
L00343,Lead,2025-03-21,0.0
L00343,MQL,2025-03-30,0.0
L00343,SQL,2025-04-10,0.0
L00343,Lost,2025-05-11,0.0
L00344,Lead,2025-05-19,0.0
L00344,MQL,2025-05-27,0.0
L00344,SQL,2025-06-04,0.0
L00344,Lost,2025-06-26,0.0
L00345,Lead,2025-06-08,0.0
L00345,Lost,2025-06-15,0.0
L00346,Lead,2025-04-17,0.0
L00346,Lost,2025-04-27,0.0
L00347,Lead,2025-03-17,0.0
L00347,MQL,2025-03-20,0.0
L00347,Lost,2025-04-10,0.0
L00348,Lead,2025-03-19,0.0
L00348,Lost,2025-04-01,0.0
L00349,Lead,2025-01-27,0.0
L00349,Lost,2025-02-08,0.0
L00350,Lead,2025-04-05,0.0
L00350,MQL,2025-04-16,0.0
L00350,SQL,2025-05-07,0.0
L00350,Lost,2025-05-22,0.0
L00351,Lead,2025-02-19,0.0
L00351,MQL,2025-02-26,0.0
L00351,SQL,2025-03-12,0.0
L00351,Customer,2025-04-06,23682.49
L00352,Lead,2025-02-07,0.0
L00352,MQL,2025-02-16,0.0
L00352,Lost,2025-02-25,0.0
L00353,Lead,2025-05-19,0.0
L00353,Lost,2025-05-24,0.0
L00354,Lead,2025-02-11,0.0
L00354,Lost,2025-02-22,0.0
L00355,Lead,2025-06-01,0.0
L00355,MQL,2025-06-08,0.0
L00355,SQL,2025-06-23,0.0
L00355,Lost,2025-07-22,0.0
L00356,Lead,2025-02-26,0.0
L00356,MQL,2025-03-02,0.0
L00356,Lost,2025-03-14,0.0
L00357,Lead,2025-01-16,0.0
L00357,MQL,2025-01-19,0.0
L00357,SQL,2025-01-24,0.0
L00357,Lost,2025-02-10,0.0
L00358,Lead,2025-04-25,0.0
L00358,MQL,2025-05-04,0.0
L00358,SQL,2025-05-17,0.0
L00358,Lost,2025-06-16,0.0
L00359,Lead,2025-06-17,0.0
L00359,MQL,2025-06-29,0.0
L00359,SQL,2025-07-13,0.0
L00359,Lost,2025-07-29,0.0
L00360,Lead,2025-04-04,0.0
L00360,Lost,2025-04-22,0.0
L00361,Lead,2025-06-04,0.0
L00361,Lost,2025-06-17,0.0
L00362,Lead,2025-06-28,0.0
L00362,Lost,2025-07-05,0.0
L00363,Lead,2025-03-01,0.0
L00363,MQL,2025-03-02,0.0
L00363,Lost,2025-03-19,0.0
L00364,Lead,2025-06-02,0.0
L00364,Lost,2025-06-20,0.0
L00365,Lead,2025-03-13,0.0
L00365,MQL,2025-03-14,0.0
L00365,SQL,2025-03-30,0.0
L00365,Lost,2025-04-28,0.0
L00366,Lead,2025-06-28,0.0
L00366,MQL,2025-07-03,0.0
L00366,Lost,2025-07-16,0.0
L00367,Lead,2025-05-17,0.0
L00367,MQL,2025-05-31,0.0
L00367,Lost,2025-06-25,0.0
L00368,Lead,2025-03-06,0.0
L00368,MQL,2025-03-09,0.0
L00368,Lost,2025-04-01,0.0
L00369,Lead,2025-04-26,0.0
L00369,Lost,2025-05-15,0.0
L00370,Lead,2025-06-27,0.0
L00370,MQL,2025-07-01,0.0
L00370,Lost,2025-07-19,0.0
L00371,Lead,2025-02-12,0.0
L00371,MQL,2025-02-23,0.0
L00371,SQL,2025-03-13,0.0
L00371,Lost,2025-03-25,0.0
L00372,Lead,2025-06-10,0.0
L00372,Lost,2025-06-22,0.0
L00373,Lead,2025-04-15,0.0
L00373,MQL,2025-04-16,0.0
L00373,SQL,2025-04-22,0.0
L00373,Lost,2025-05-27,0.0
L00374,Lead,2025-01-27,0.0
L00374,MQL,2025-02-06,0.0
L00374,Lost,2025-02-21,0.0
L00375,Lead,2025-03-25,0.0
L00375,MQL,2025-03-29,0.0
L00375,Lost,2025-04-10,0.0
L00376,Lead,2025-02-10,0.0
L00376,Lost,2025-02-17,0.0
L00377,Lead,2025-05-28,0.0
L00377,MQL,2025-05-31,0.0
L00377,SQL,2025-06-14,0.0
L00377,Lost,2025-06-26,0.0
L00378,Lead,2025-03-03,0.0
L00378,MQL,2025-03-09,0.0
L00378,SQL,2025-03-18,0.0
L00378,Lost,2025-04-17,0.0
L00379,Lead,2025-06-18,0.0
L00379,MQL,2025-06-22,0.0
L00379,SQL,2025-06-28,0.0
L00379,Customer,2025-07-20,17116.98
L00380,Lead,2025-06-01,0.0
L00380,Lost,2025-06-08,0.0
L00381,Lead,2025-06-29,0.0
L00381,MQL,2025-07-02,0.0
L00381,SQL,2025-07-23,0.0
L00381,Lost,2025-08-01,0.0
L00382,Lead,2025-05-11,0.0
L00382,MQL,2025-05-20,0.0
L00382,SQL,2025-05-26,0.0
L00382,Customer,2025-06-09,5085.97
L00383,Lead,2025-04-14,0.0
L00383,Lost,2025-04-25,0.0
L00384,Lead,2025-03-03,0.0
L00384,MQL,2025-03-06,0.0
L00384,SQL,2025-03-10,0.0
L00384,Lost,2025-03-23,0.0
L00385,Lead,2025-02-03,0.0
L00385,MQL,2025-02-09,0.0
L00385,Lost,2025-02-12,0.0
L00386,Lead,2025-05-23,0.0
L00386,MQL,2025-05-28,0.0
L00386,SQL,2025-06-03,0.0
L00386,Lost,2025-06-30,0.0
L00387,Lead,2025-06-09,0.0
L00387,MQL,2025-06-12,0.0
L00387,Lost,2025-06-20,0.0
L00388,Lead,2025-02-01,0.0
L00388,Lost,2025-02-09,0.0
L00389,Lead,2025-05-27,0.0
L00389,Lost,2025-06-04,0.0
L00390,Lead,2025-06-30,0.0
L00390,MQL,2025-07-09,0.0
L00390,Lost,2025-07-18,0.0
L00391,Lead,2025-06-12,0.0
L00391,MQL,2025-06-26,0.0
L00391,Lost,2025-07-08,0.0
L00392,Lead,2025-02-24,0.0
L00392,Lost,2025-02-28,0.0
L00393,Lead,2025-06-28,0.0
L00393,Lost,2025-07-16,0.0
L00394,Lead,2025-01-05,0.0
L00394,Lost,2025-01-17,0.0
L00395,Lead,2025-05-15,0.0
L00395,MQL,2025-05-29,0.0
L00395,SQL,2025-06-07,0.0
L00395,Lost,2025-06-14,0.0
L00396,Lead,2025-06-22,0.0
L00396,Lost,2025-06-26,0.0
L00397,Lead,2025-06-21,0.0
L00397,MQL,2025-06-22,0.0
L00397,Lost,2025-07-04,0.0
L00398,Lead,2025-06-06,0.0
L00398,Lost,2025-06-22,0.0
L00399,Lead,2025-03-22,0.0
L00399,MQL,2025-03-31,0.0
L00399,SQL,2025-04-06,0.0
L00399,Lost,2025-05-01,0.0
L00400,Lead,2025-06-21,0.0
L00400,Lost,2025-07-09,0.0
L00401,Lead,2025-05-02,0.0
L00401,MQL,2025-05-16,0.0
L00401,SQL,2025-05-22,0.0
L00401,Lost,2025-06-05,0.0
L00402,Lead,2025-03-24,0.0
L00402,MQL,2025-04-06,0.0
L00402,Lost,2025-04-19,0.0
L00403,Lead,2025-04-09,0.0
L00403,MQL,2025-04-23,0.0
L00403,SQL,2025-05-11,0.0
L00403,Lost,2025-05-22,0.0
L00404,Lead,2025-02-09,0.0
L00404,MQL,2025-02-18,0.0
L00404,SQL,2025-03-08,0.0
L00404,Lost,2025-03-15,0.0
L00405,Lead,2025-03-03,0.0
L00405,MQL,2025-03-10,0.0
L00405,SQL,2025-03-27,0.0
L00405,Lost,2025-04-21,0.0
L00406,Lead,2025-01-26,0.0
L00406,MQL,2025-02-02,0.0
L00406,SQL,2025-02-20,0.0
L00406,Customer,2025-02-26,19923.3
L00407,Lead,2025-05-25,0.0
L00407,MQL,2025-06-05,0.0
L00407,Lost,2025-06-28,0.0
L00408,Lead,2025-01-11,0.0
L00408,MQL,2025-01-15,0.0
L00408,SQL,2025-02-01,0.0
L00408,Lost,2025-02-07,0.0
L00409,Lead,2025-06-30,0.0
L00409,MQL,2025-07-08,0.0
L00409,Lost,2025-07-28,0.0
L00410,Lead,2025-01-16,0.0
L00410,MQL,2025-01-28,0.0
L00410,Lost,2025-02-20,0.0
L00411,Lead,2025-02-01,0.0
L00411,Lost,2025-02-19,0.0
L00412,Lead,2025-06-16,0.0
L00412,Lost,2025-07-03,0.0
L00413,Lead,2025-01-02,0.0
L00413,MQL,2025-01-03,0.0
L00413,Lost,2025-01-17,0.0
L00414,Lead,2025-06-01,0.0
L00414,Lost,2025-06-20,0.0
L00415,Lead,2025-03-09,0.0
L00415,Lost,2025-03-13,0.0
L00416,Lead,2025-06-08,0.0
L00416,MQL,2025-06-11,0.0
L00416,Lost,2025-07-06,0.0
L00417,Lead,2025-02-13,0.0
L00417,Lost,2025-02-24,0.0
L00418,Lead,2025-05-09,0.0
L00418,Lost,2025-05-18,0.0
L00419,Lead,2025-03-24,0.0
L00419,MQL,2025-03-28,0.0
L00419,SQL,2025-04-17,0.0
L00419,Lost,2025-05-06,0.0
L00420,Lead,2025-04-30,0.0
L00420,MQL,2025-05-10,0.0
L00420,SQL,2025-05-27,0.0
L00420,Lost,2025-06-11,0.0
L00421,Lead,2025-06-19,0.0
L00421,MQL,2025-06-28,0.0
L00421,SQL,2025-07-08,0.0
L00421,Lost,2025-08-08,0.0
L00422,Lead,2025-06-04,0.0
L00422,MQL,2025-06-10,0.0
L00422,Lost,2025-07-03,0.0
L00423,Lead,2025-06-26,0.0
L00423,Lost,2025-07-07,0.0
L00424,Lead,2025-01-24,0.0
L00424,MQL,2025-01-31,0.0
L00424,Lost,2025-02-23,0.0
L00425,Lead,2025-01-17,0.0
L00425,MQL,2025-01-21,0.0
L00425,Lost,2025-02-08,0.0
L00426,Lead,2025-06-06,0.0
L00426,MQL,2025-06-15,0.0
L00426,Lost,2025-07-06,0.0
L00427,Lead,2025-04-18,0.0
L00427,MQL,2025-05-01,0.0
L00427,Lost,2025-05-20,0.0
L00428,Lead,2025-06-08,0.0
L00428,MQL,2025-06-12,0.0
L00428,SQL,2025-07-03,0.0
L00428,Customer,2025-07-24,13192.88
L00429,Lead,2025-03-13,0.0
L00429,Lost,2025-03-23,0.0
L00430,Lead,2025-02-09,0.0
L00430,Lost,2025-02-12,0.0
L00431,Lead,2025-02-03,0.0
L00431,MQL,2025-02-07,0.0
L00431,Lost,2025-02-10,0.0
L00432,Lead,2025-01-05,0.0
L00432,Lost,2025-01-10,0.0
L00433,Lead,2025-05-23,0.0
L00433,MQL,2025-06-05,0.0
L00433,SQL,2025-06-18,0.0
L00433,Lost,2025-06-23,0.0
L00434,Lead,2025-05-11,0.0
L00434,MQL,2025-05-22,0.0
L00434,SQL,2025-05-30,0.0
L00434,Lost,2025-07-03,0.0
L00435,Lead,2025-01-13,0.0
L00435,MQL,2025-01-16,0.0
L00435,SQL,2025-02-01,0.0
L00435,Customer,2025-03-09,10056.6
L00436,Lead,2025-03-21,0.0
L00436,MQL,2025-04-01,0.0
L00436,SQL,2025-04-08,0.0
L00436,Lost,2025-05-03,0.0
L00437,Lead,2025-04-04,0.0
L00437,MQL,2025-04-12,0.0
L00437,SQL,2025-04-22,0.0
L00437,Lost,2025-05-14,0.0
L00438,Lead,2025-02-12,0.0
L00438,MQL,2025-02-13,0.0
L00438,SQL,2025-03-01,0.0
L00438,Customer,2025-04-06,17566.66
L00439,Lead,2025-04-11,0.0
L00439,MQL,2025-04-14,0.0
L00439,SQL,2025-04-17,0.0
L00439,Lost,2025-04-29,0.0
L00440,Lead,2025-02-09,0.0
L00440,Lost,2025-02-18,0.0
L00441,Lead,2025-01-23,0.0
L00441,Lost,2025-02-08,0.0
L00442,Lead,2025-05-13,0.0
L00442,Lost,2025-05-27,0.0
L00443,Lead,2025-04-09,0.0
L00443,Lost,2025-04-26,0.0
L00444,Lead,2025-02-15,0.0
L00444,Lost,2025-02-25,0.0
L00445,Lead,2025-04-23,0.0
L00445,MQL,2025-04-24,0.0
L00445,Lost,2025-04-30,0.0
L00446,Lead,2025-05-19,0.0
L00446,MQL,2025-05-23,0.0
L00446,Lost,2025-06-10,0.0
L00447,Lead,2025-05-22,0.0
L00447,Lost,2025-06-05,0.0
L00448,Lead,2025-04-25,0.0
L00448,MQL,2025-04-27,0.0
L00448,SQL,2025-05-13,0.0
L00448,Customer,2025-05-27,2575.79
L00449,Lead,2025-04-07,0.0
L00449,MQL,2025-04-18,0.0
L00449,Lost,2025-04-24,0.0
L00450,Lead,2025-01-03,0.0
L00450,Lost,2025-01-11,0.0
L00451,Lead,2025-02-23,0.0
L00451,MQL,2025-03-03,0.0
L00451,SQL,2025-03-20,0.0
L00451,Lost,2025-04-08,0.0
L00452,Lead,2025-02-18,0.0
L00452,MQL,2025-03-04,0.0
L00452,Lost,2025-03-13,0.0
L00453,Lead,2025-06-07,0.0
L00453,MQL,2025-06-18,0.0
L00453,SQL,2025-07-09,0.0
L00453,Lost,2025-07-25,0.0
L00454,Lead,2025-06-11,0.0
L00454,Lost,2025-06-22,0.0
L00455,Lead,2025-01-23,0.0
L00455,Lost,2025-01-27,0.0
L00456,Lead,2025-06-24,0.0
L00456,Lost,2025-06-28,0.0
L00457,Lead,2025-01-09,0.0
L00457,MQL,2025-01-15,0.0
L00457,SQL,2025-02-01,0.0
L00457,Customer,2025-03-10,10491.86
L00458,Lead,2025-01-14,0.0
L00458,Lost,2025-01-18,0.0
L00459,Lead,2025-03-23,0.0
L00459,MQL,2025-03-24,0.0
L00459,SQL,2025-04-03,0.0
L00459,Customer,2025-05-06,6221.4
L00460,Lead,2025-05-23,0.0
L00460,MQL,2025-06-06,0.0
L00460,SQL,2025-06-18,0.0
L00460,Lost,2025-07-01,0.0
L00461,Lead,2025-06-15,0.0
L00461,MQL,2025-06-17,0.0
L00461,SQL,2025-06-25,0.0
L00461,Lost,2025-07-30,0.0
L00462,Lead,2025-02-25,0.0
L00462,MQL,2025-03-04,0.0
L00462,Lost,2025-03-24,0.0
L00463,Lead,2025-02-09,0.0
L00463,MQL,2025-02-17,0.0
L00463,Lost,2025-03-03,0.0
L00464,Lead,2025-06-19,0.0
L00464,Lost,2025-07-03,0.0
L00465,Lead,2025-04-20,0.0
L00465,Lost,2025-04-26,0.0
L00466,Lead,2025-01-28,0.0
L00466,Lost,2025-02-13,0.0
L00467,Lead,2025-01-21,0.0
L00467,MQL,2025-02-04,0.0
L00467,Lost,2025-02-23,0.0
L00468,Lead,2025-01-13,0.0
L00468,MQL,2025-01-16,0.0
L00468,SQL,2025-02-02,0.0
L00468,Customer,2025-03-03,7390.72
L00469,Lead,2025-04-28,0.0
L00469,MQL,2025-04-29,0.0
L00469,Lost,2025-05-06,0.0
L00470,Lead,2025-03-07,0.0
L00470,MQL,2025-03-15,0.0
L00470,Lost,2025-04-03,0.0
L00471,Lead,2025-04-20,0.0
L00471,MQL,2025-04-27,0.0
L00471,SQL,2025-05-14,0.0
L00471,Lost,2025-06-03,0.0
L00472,Lead,2025-05-05,0.0
L00472,MQL,2025-05-11,0.0
L00472,Lost,2025-05-15,0.0
L00473,Lead,2025-04-13,0.0
L00473,MQL,2025-04-20,0.0
L00473,Lost,2025-05-10,0.0
L00474,Lead,2025-05-04,0.0
L00474,Lost,2025-05-10,0.0
L00475,Lead,2025-03-10,0.0
L00475,Lost,2025-03-19,0.0
L00476,Lead,2025-05-29,0.0
L00476,Lost,2025-06-08,0.0
L00477,Lead,2025-01-24,0.0
L00477,MQL,2025-01-31,0.0
L00477,Lost,2025-02-17,0.0
L00478,Lead,2025-03-30,0.0
L00478,MQL,2025-04-10,0.0
L00478,SQL,2025-04-29,0.0
L00478,Customer,2025-05-25,17182.4
L00479,Lead,2025-02-04,0.0
L00479,MQL,2025-02-13,0.0
L00479,Lost,2025-02-20,0.0
L00480,Lead,2025-01-23,0.0
L00480,MQL,2025-02-05,0.0
L00480,Lost,2025-02-20,0.0
L00481,Lead,2025-03-16,0.0
L00481,MQL,2025-03-28,0.0
L00481,SQL,2025-04-11,0.0
L00481,Customer,2025-04-25,10726.6
L00482,Lead,2025-06-05,0.0
L00482,Lost,2025-06-25,0.0
L00483,Lead,2025-02-23,0.0
L00483,MQL,2025-02-26,0.0
L00483,Lost,2025-03-11,0.0
L00484,Lead,2025-02-25,0.0
L00484,MQL,2025-03-05,0.0
L00484,SQL,2025-03-15,0.0
L00484,Lost,2025-04-10,0.0
L00485,Lead,2025-01-19,0.0
L00485,Lost,2025-01-25,0.0
L00486,Lead,2025-05-28,0.0
L00486,Lost,2025-06-11,0.0
L00487,Lead,2025-04-14,0.0
L00487,Lost,2025-04-24,0.0
L00488,Lead,2025-06-08,0.0
L00488,MQL,2025-06-14,0.0
L00488,SQL,2025-06-27,0.0
L00488,Lost,2025-07-04,0.0
L00489,Lead,2025-01-04,0.0
L00489,Lost,2025-01-19,0.0
L00490,Lead,2025-04-02,0.0
L00490,Lost,2025-04-05,0.0
L00491,Lead,2025-01-16,0.0
L00491,MQL,2025-01-24,0.0
L00491,SQL,2025-01-29,0.0
L00491,Customer,2025-03-05,12766.0
L00492,Lead,2025-05-26,0.0
L00492,Lost,2025-06-08,0.0
L00493,Lead,2025-02-27,0.0
L00493,MQL,2025-03-02,0.0
L00493,SQL,2025-03-17,0.0
L00493,Customer,2025-03-30,10915.94
L00494,Lead,2025-01-29,0.0
L00494,MQL,2025-02-11,0.0
L00494,SQL,2025-02-17,0.0
L00494,Customer,2025-03-06,17561.99
L00495,Lead,2025-04-02,0.0
L00495,MQL,2025-04-11,0.0
L00495,SQL,2025-04-27,0.0
L00495,Customer,2025-05-15,5936.04
L00496,Lead,2025-04-04,0.0
L00496,MQL,2025-04-11,0.0
L00496,Lost,2025-04-26,0.0
L00497,Lead,2025-06-18,0.0
L00497,MQL,2025-06-23,0.0
L00497,Lost,2025-07-05,0.0
L00498,Lead,2025-04-11,0.0
L00498,Lost,2025-04-29,0.0
L00499,Lead,2025-02-25,0.0
L00499,MQL,2025-02-27,0.0
L00499,Lost,2025-03-23,0.0
L00500,Lead,2025-03-11,0.0
L00500,Lost,2025-03-16,0.0
