event_id,lead_id,stage,stage_date,revenue
EVT000558,L00199,Lead,2025-04-13,0.0
EVT000559,L00199,Lost,2025-04-20,0.0
EVT000560,L00200,Lead,2025-02-07,0.0
EVT000561,L00200,MQL,2025-02-15,0.0
EVT000562,L00200,SQL,2025-02-23,0.0
EVT000563,L00200,Lost,2025-03-16,0.0
EVT000564,L00201,Lead,2025-04-06,0.0
EVT000565,L00201,MQL,2025-04-14,0.0
EVT000566,L00201,Lost,2025-04-18,0.0
EVT000567,L00202,Lead,2025-03-15,0.0
EVT000568,L00202,Lost,2025-03-22,0.0
EVT000569,L00203,Lead,2025-04-20,0.0
EVT000570,L00203,Lost,2025-05-10,0.0
EVT000571,L00204,Lead,2025-06-30,0.0
EVT000572,L00204,MQL,2025-07-11,0.0
EVT000573,L00204,Lost,2025-07-23,0.0
EVT000574,L00205,Lead,2025-01-29,0.0
EVT000575,L00205,MQL,2025-02-04,0.0
EVT000576,L00205,Lost,2025-02-12,0.0
EVT000577,L00206,Lead,2025-02-27,0.0
EVT000578,L00206,MQL,2025-03-05,0.0
EVT000579,L00206,Lost,2025-03-30,0.0
EVT000580,L00207,Lead,2025-03-21,0.0
EVT000581,L00207,Lost,2025-03-31,0.0
EVT000582,L00208,Lead,2025-03-30,0.0
EVT000583,L00208,MQL,2025-04-02,0.0
EVT000584,L00208,Lost,2025-04-16,0.0
EVT000585,L00209,Lead,2025-02-11,0.0
EVT000586,L00209,MQL,2025-02-21,0.0
EVT000587,L00209,SQL,2025-03-03,0.0
EVT000588,L00209,Lost,2025-03-11,0.0
EVT000589,L00210,Lead,2025-02-22,0.0
EVT000590,L00210,Lost,2025-03-06,0.0
EVT000591,L00211,Lead,2025-06-09,0.0
EVT000592,L00211,MQL,2025-06-12,0.0
EVT000593,L00211,SQL,2025-06-29,0.0
EVT000594,L00211,Lost,2025-07-14,0.0
EVT000595,L00212,Lead,2025-02-27,0.0
EVT000596,L00212,Lost,2025-03-07,0.0
EVT000597,L00213,Lead,2025-04-25,0.0
EVT000598,L00213,MQL,2025-05-01,0.0
EVT000599,L00213,SQL,2025-05-15,0.0
EVT000600,L00213,Lost,2025-05-24,0.0
EVT000601,L00214,Lead,2025-01-26,0.0
EVT000602,L00214,MQL,2025-01-31,0.0
EVT000603,L00214,Lost,2025-02-07,0.0
EVT000604,L00215,Lead,2025-04-21,0.0
EVT000605,L00215,Lost,2025-04-28,0.0
EVT000606,L00216,Lead,2025-02-24,0.0
EVT000607,L00216,Lost,2025-03-12,0.0
EVT000608,L00217,Lead,2025-03-07,0.0
EVT000609,L00217,MQL,2025-03-21,0.0
EVT000610,L00217,Lost,2025-03-28,0.0
EVT000611,L00218,Lead,2025-03-08,0.0
EVT000612,L00218,MQL,2025-03-14,0.0
EVT000613,L00218,SQL,2025-03-29,0.0
EVT000614,L00218,Lost,2025-04-03,0.0
EVT000615,L00219,Lead,2025-01-30,0.0
EVT000616,L00219,MQL,2025-02-02,0.0
EVT000617,L00219,SQL,2025-02-04,0.0
EVT000618,L00219,Lost,2025-03-01,0.0
EVT000619,L00220,Lead,2025-01-27,0.0
EVT000620,L00220,MQL,2025-02-03,0.0
EVT000621,L00220,Lost,2025-02-08,0.0
EVT000622,L00221,Lead,2025-06-06,0.0
EVT000623,L00221,Lost,2025-06-16,0.0
EVT000624,L00222,Lead,2025-04-09,0.0
EVT000625,L00222,MQL,2025-04-21,0.0
EVT000626,L00222,Lost,2025-05-03,0.0
EVT000627,L00223,Lead,2025-03-15,0.0
EVT000628,L00223,MQL,2025-03-23,0.0
EVT000629,L00223,Lost,2025-04-07,0.0
EVT000630,L00224,Lead,2025-03-04,0.0
EVT000631,L00224,MQL,2025-03-17,0.0
EVT000632,L00224,Lost,2025-04-01,0.0
EVT000633,L00225,Lead,2025-01-13,0.0
EVT000634,L00225,MQL,2025-01-25,0.0
EVT000635,L00225,SQL,2025-02-01,0.0
EVT000636,L00225,Customer,2025-02-13,9295.88
EVT000637,L00226,Lead,2025-03-03,0.0
EVT000638,L00226,MQL,2025-03-09,0.0
EVT000639,L00226,SQL,2025-03-12,0.0
EVT000640,L00226,Customer,2025-04-01,5101.2
EVT000641,L00227,Lead,2025-03-06,0.0
EVT000642,L00227,MQL,2025-03-08,0.0
EVT000643,L00227,SQL,2025-03-29,0.0
EVT000644,L00227,Lost,2025-04-29,0.0
EVT000645,L00228,Lead,2025-04-01,0.0
EVT000646,L00228,MQL,2025-04-04,0.0
EVT000647,L00228,SQL,2025-04-23,0.0
EVT000648,L00228,Lost,2025-05-06,0.0
EVT000649,L00229,Lead,2025-03-01,0.0
EVT000650,L00229,Lost,2025-03-09,0.0
EVT000651,L00230,Lead,2025-01-14,0.0
EVT000652,L00230,Lost,2025-01-25,0.0
EVT000653,L00231,Lead,2025-05-03,0.0
EVT000654,L00231,Lost,2025-05-06,0.0
EVT000655,L00232,Lead,2025-02-13,0.0
EVT000656,L00232,Lost,2025-02-27,0.0
EVT000657,L00233,Lead,2025-04-09,0.0
EVT000658,L00233,MQL,2025-04-22,0.0
EVT000659,L00233,Lost,2025-04-26,0.0
EVT000660,L00234,Lead,2025-01-22,0.0
EVT000661,L00234,MQL,2025-02-03,0.0
EVT000662,L00234,SQL,2025-02-05,0.0
EVT000663,L00234,Lost,2025-03-10,0.0
EVT000664,L00235,Lead,2025-06-06,0.0
EVT000665,L00235,MQL,2025-06-16,0.0
EVT000666,L00235,Lost,2025-07-02,0.0
EVT000667,L00236,Lead,2025-06-03,0.0
EVT000668,L00236,MQL,2025-06-04,0.0
EVT000669,L00236,SQL,2025-06-22,0.0
EVT000670,L00236,Lost,2025-07-06,0.0
EVT000671,L00237,Lead,2025-02-12,0.0
EVT000672,L00237,Lost,2025-02-18,0.0
EVT000673,L00238,Lead,2025-05-29,0.0
EVT000674,L00238,MQL,2025-06-03,0.0
EVT000675,L00238,SQL,2025-06-17,0.0
EVT000676,L00238,Customer,2025-06-30,3976.83
EVT000677,L00239,Lead,2025-02-14,0.0
EVT000678,L00239,Lost,2025-03-01,0.0
EVT000679,L00240,Lead,2025-06-22,0.0
EVT000680,L00240,Lost,2025-07-03,0.0
EVT000681,L00241,Lead,2025-03-04,0.0
EVT000682,L00241,MQL,2025-03-10,0.0
EVT000683,L00241,Lost,2025-04-01,0.0
EVT000684,L00242,Lead,2025-05-24,0.0
EVT000685,L00242,Lost,2025-06-01,0.0
EVT000686,L00243,Lead,2025-05-20,0.0
EVT000687,L00243,MQL,2025-05-29,0.0
EVT000688,L00243,Lost,2025-06-14,0.0
EVT000689,L00244,Lead,2025-04-27,0.0
EVT000690,L00244,MQL,2025-04-29,0.0
EVT000691,L00244,Lost,2025-05-18,0.0
EVT000692,L00245,Lead,2025-02-11,0.0
EVT000693,L00245,MQL,2025-02-19,0.0
EVT000694,L00245,SQL,2025-03-06,0.0
EVT000695,L00245,Lost,2025-03-26,0.0
EVT000696,L00246,Lead,2025-06-05,0.0
EVT000697,L00246,MQL,2025-06-12,0.0
EVT000698,L00246,Lost,2025-06-30,0.0
EVT000699,L00247,Lead,2025-04-01,0.0
EVT000700,L00247,Lost,2025-04-07,0.0
EVT000701,L00248,Lead,2025-02-05,0.0
EVT000702,L00248,MQL,2025-02-15,0.0
EVT000703,L00248,SQL,2025-02-19,0.0
EVT000704,L00248,Customer,2025-03-26,14550.37
EVT000705,L00249,Lead,2025-03-23,0.0
EVT000706,L00249,Lost,2025-03-28,0.0
EVT000707,L00250,Lead,2025-02-05,0.0
EVT000708,L00250,MQL,2025-02-11,0.0
EVT000709,L00250,Lost,2025-02-18,0.0
EVT000710,L00251,Lead,2025-02-19,0.0
EVT000711,L00251,MQL,2025-03-01,0.0
EVT000712,L00251,Lost,2025-03-11,0.0
EVT000713,L00252,Lead,2025-06-08,0.0
EVT000714,L00252,MQL,2025-06-22,0.0
EVT000715,L00252,Lost,2025-07-01,0.0
EVT000716,L00253,Lead,2025-01-12,0.0
EVT000717,L00253,MQL,2025-01-26,0.0
EVT000718,L00253,SQL,2025-02-04,0.0
EVT000719,L00253,Lost,2025-02-26,0.0
EVT000720,L00254,Lead,2025-04-13,0.0
EVT000721,L00254,MQL,2025-04-19,0.0
EVT000722,L00254,Lost,2025-05-11,0.0
EVT000723,L00255,Lead,2025-04-18,0.0
EVT000724,L00255,MQL,2025-04-27,0.0
EVT000725,L00255,Lost,2025-05-16,0.0
EVT000726,L00256,Lead,2025-01-04,0.0
EVT000727,L00256,Lost,2025-01-24,0.0
EVT000728,L00257,Lead,2025-01-20,0.0
EVT000729,L00257,Lost,2025-02-03,0.0
EVT000730,L00258,Lead,2025-01-27,0.0
EVT000731,L00258,MQL,2025-02-10,0.0
EVT000732,L00258,SQL,2025-02-14,0.0
EVT000733,L00258,Lost,2025-03-06,0.0
EVT000734,L00259,Lead,2025-02-17,0.0
EVT000735,L00259,MQL,2025-02-22,0.0
EVT000736,L00259,Lost,2025-03-16,0.0
EVT000737,L00260,Lead,2025-06-23,0.0
EVT000738,L00260,MQL,2025-06-25,0.0
EVT000739,L00260,Lost,2025-07-13,0.0
EVT000740,L00261,Lead,2025-01-16,0.0
EVT000741,L00261,Lost,2025-01-30,0.0
EVT000742,L00262,Lead,2025-04-17,0.0
EVT000743,L00262,Lost,2025-04-22,0.0
EVT000744,L00263,Lead,2025-02-23,0.0
EVT000745,L00263,MQL,2025-03-08,0.0
EVT000746,L00263,SQL,2025-03-22,0.0
EVT000747,L00263,Lost,2025-04-19,0.0
EVT000748,L00264,Lead,2025-01-29,0.0
EVT000749,L00264,MQL,2025-02-03,0.0
EVT000750,L00264,Lost,2025-02-23,0.0
EVT000751,L00265,Lead,2025-06-23,0.0
EVT000752,L00265,MQL,2025-07-05,0.0
EVT000753,L00265,SQL,2025-07-17,0.0
EVT000754,L00265,Lost,2025-08-20,0.0
EVT000755,L00266,Lead,2025-01-15,0.0
EVT000756,L00266,Lost,2025-01-30,0.0
EVT000757,L00267,Lead,2025-05-07,0.0
EVT000758,L00267,MQL,2025-05-19,0.0
EVT000759,L00267,Lost,2025-06-03,0.0
EVT000760,L00268,Lead,2025-06-24,0.0
EVT000761,L00268,Lost,2025-06-28,0.0
EVT000762,L00269,Lead,2025-05-23,0.0
EVT000763,L00269,MQL,2025-05-25,0.0
EVT000764,L00269,SQL,2025-05-30,0.0
EVT000765,L00269,Lost,2025-06-16,0.0
EVT000766,L00270,Lead,2025-03-29,0.0
EVT000767,L00270,MQL,2025-04-10,0.0
EVT000768,L00270,Lost,2025-04-16,0.0
EVT000769,L00271,Lead,2025-01-15,0.0
EVT000770,L00271,MQL,2025-01-22,0.0
EVT000771,L00271,SQL,2025-01-28,0.0
EVT000772,L00271,Customer,2025-02-09,4834.35
EVT000773,L00272,Lead,2025-01-14,0.0
EVT000774,L00272,MQL,2025-01-17,0.0
EVT000775,L00272,SQL,2025-02-06,0.0
EVT000776,L00272,Lost,2025-03-05,0.0
EVT000777,L00273,Lead,2025-03-18,0.0
EVT000778,L00273,MQL,2025-03-20,0.0
EVT000779,L00273,Lost,2025-04-12,0.0
EVT000780,L00274,Lead,2025-05-08,0.0
EVT000781,L00274,Lost,2025-05-22,0.0
EVT000782,L00275,Lead,2025-06-11,0.0
EVT000783,L00275,Lost,2025-06-24,0.0
EVT000784,L00276,Lead,2025-04-30,0.0
EVT000785,L00276,Lost,2025-05-11,0.0
EVT000786,L00277,Lead,2025-03-04,0.0
EVT000787,L00277,MQL,2025-03-18,0.0
EVT000788,L00277,Lost,2025-04-12,0.0
EVT000789,L00278,Lead,2025-05-05,0.0
EVT000790,L00278,MQL,2025-05-06,0.0
EVT000791,L00278,Lost,2025-05-09,0.0
EVT000792,L00279,Lead,2025-02-06,0.0
EVT000793,L00279,MQL,2025-02-18,0.0
EVT000794,L00279,Lost,2025-03-08,0.0
EVT000795,L00280,Lead,2025-04-23,0.0
EVT000796,L00280,MQL,2025-05-03,0.0
EVT000797,L00280,Lost,2025-05-14,0.0
EVT000798,L00281,Lead,2025-05-19,0.0
EVT000799,L00281,MQL,2025-05-21,0.0
EVT000800,L00281,SQL,2025-05-26,0.0
EVT000801,L00281,Lost,2025-06-23,0.0
EVT000802,L00282,Lead,2025-04-05,0.0
EVT000803,L00282,MQL,2025-04-06,0.0
EVT000804,L00282,Lost,2025-04-28,0.0
EVT000805,L00283,Lead,2025-05-05,0.0
EVT000806,L00283,Lost,2025-05-21,0.0
EVT000807,L00284,Lead,2025-01-14,0.0
EVT000808,L00284,MQL,2025-01-17,0.0
EVT000809,L00284,SQL,2025-01-28,0.0
EVT000810,L00284,Customer,2025-03-08,20866.93
EVT000811,L00285,Lead,2025-03-27,0.0
EVT000812,L00285,MQL,2025-04-02,0.0
EVT000813,L00285,SQL,2025-04-13,0.0
EVT000814,L00285,Lost,2025-04-24,0.0
EVT000815,L00286,Lead,2025-06-29,0.0
EVT000816,L00286,MQL,2025-07-06,0.0
EVT000817,L00286,Lost,2025-07-10,0.0
EVT000818,L00287,Lead,2025-06-12,0.0
EVT000819,L00287,Lost,2025-06-18,0.0
EVT000820,L00288,Lead,2025-06-06,0.0
EVT000821,L00288,MQL,2025-06-17,0.0
EVT000822,L00288,SQL,2025-06-27,0.0
EVT000823,L00288,Lost,2025-07-24,0.0
EVT000824,L00289,Lead,2025-05-15,0.0
EVT000825,L00289,MQL,2025-05-18,0.0
EVT000826,L00289,SQL,2025-05-26,0.0
EVT000827,L00289,Lost,2025-06-27,0.0
EVT000828,L00290,Lead,2025-01-18,0.0
EVT000829,L00290,Lost,2025-02-01,0.0
EVT000830,L00291,Lead,2025-04-01,0.0
EVT000831,L00291,MQL,2025-04-04,0.0
EVT000832,L00291,SQL,2025-04-23,0.0
EVT000833,L00291,Lost,2025-05-21,0.0
EVT000834,L00292,Lead,2025-01-03,0.0
EVT000835,L00292,Lost,2025-01-12,0.0
EVT000836,L00293,Lead,2025-05-07,0.0
EVT000837,L00293,MQL,2025-05-19,0.0
EVT000838,L00293,SQL,2025-06-08,0.0
EVT000839,L00293,Customer,2025-07-08,14729.62
EVT000840,L00294,Lead,2025-04-05,0.0
EVT000841,L00294,MQL,2025-04-17,0.0
EVT000842,L00294,SQL,2025-05-06,0.0
EVT000843,L00294,Lost,2025-05-28,0.0
EVT000844,L00295,Lead,2025-06-09,0.0
EVT000845,L00295,Lost,2025-06-12,0.0
EVT000846,L00296,Lead,2025-06-08,0.0
EVT000847,L00296,Lost,2025-06-24,0.0
EVT000848,L00297,Lead,2025-01-21,0.0
EVT000849,L00297,MQL,2025-02-04,0.0
EVT000850,L00297,SQL,2025-02-25,0.0
EVT000851,L00297,Lost,2025-03-10,0.0
EVT000852,L00298,Lead,2025-05-31,0.0
EVT000853,L00298,MQL,2025-06-06,0.0
EVT000854,L00298,Lost,2025-06-22,0.0
EVT000855,L00299,Lead,2025-05-20,0.0
EVT000856,L00299,Lost,2025-05-28,0.0
EVT000857,L00300,Lead,2025-06-26,0.0
EVT000858,L00300,Lost,2025-07-09,0.0
EVT000859,L00301,Lead,2025-06-01,0.0
EVT000860,L00301,Lost,2025-06-18,0.0
EVT000861,L00302,Lead,2025-06-18,0.0
EVT000862,L00302,MQL,2025-06-26,0.0
EVT000863,L00302,SQL,2025-07-02,0.0
EVT000864,L00302,Customer,2025-08-12,11771.73
EVT000865,L00303,Lead,2025-02-01,0.0
EVT000866,L00303,Lost,2025-02-15,0.0
EVT000867,L00304,Lead,2025-06-13,0.0
EVT000868,L00304,MQL,2025-06-23,0.0
EVT000869,L00304,SQL,2025-07-01,0.0
EVT000870,L00304,Lost,2025-07-12,0.0
EVT000871,L00305,Lead,2025-03-30,0.0
EVT000872,L00305,MQL,2025-04-03,0.0
EVT000873,L00305,SQL,2025-04-11,0.0
EVT000874,L00305,Lost,2025-05-14,0.0
EVT000875,L00306,Lead,2025-02-19,0.0
EVT000876,L00306,MQL,2025-02-22,0.0
EVT000877,L00306,Lost,2025-03-09,0.0
EVT000878,L00307,Lead,2025-06-22,0.0
EVT000879,L00307,Lost,2025-07-07,0.0
EVT000880,L00308,Lead,2025-02-03,0.0
EVT000881,L00308,MQL,2025-02-07,0.0
EVT000882,L00308,Lost,2025-03-04,0.0
EVT000883,L00309,Lead,2025-01-04,0.0
EVT000884,L00309,Lost,2025-01-23,0.0
EVT000885,L00310,Lead,2025-01-12,0.0
EVT000886,L00310,MQL,2025-01-21,0.0
EVT000887,L00310,SQL,2025-01-23,0.0
EVT000888,L00310,Lost,2025-02-07,0.0
EVT000889,L00311,Lead,2025-02-27,0.0
EVT000890,L00311,MQL,2025-03-05,0.0
EVT000891,L00311,Lost,2025-03-15,0.0
EVT000892,L00312,Lead,2025-01-05,0.0
EVT000893,L00312,Lost,2025-01-17,0.0
EVT000894,L00313,Lead,2025-03-10,0.0
EVT000895,L00313,Lost,2025-03-25,0.0
EVT000896,L00314,Lead,2025-03-19,0.0
EVT000897,L00314,MQL,2025-03-20,0.0
EVT000898,L00314,Lost,2025-04-01,0.0
EVT000899,L00315,Lead,2025-02-28,0.0
EVT000900,L00315,Lost,2025-03-06,0.0
EVT000901,L00316,Lead,2025-05-21,0.0
EVT000902,L00316,Lost,2025-05-27,0.0
EVT000903,L00317,Lead,2025-02-12,0.0
EVT000904,L00317,MQL,2025-02-25,0.0
EVT000905,L00317,Lost,2025-03-19,0.0
EVT000906,L00318,Lead,2025-06-16,0.0
EVT000907,L00318,MQL,2025-06-22,0.0
EVT000908,L00318,SQL,2025-06-25,0.0
EVT000909,L00318,Customer,2025-07-31,11074.97
EVT000910,L00319,Lead,2025-02-03,0.0
EVT000911,L00319,Lost,2025-02-08,0.0
EVT000912,L00320,Lead,2025-03-25,0.0
EVT000913,L00320,MQL,2025-04-03,0.0
EVT000914,L00320,Lost,2025-04-27,0.0
EVT000915,L00321,Lead,2025-04-02,0.0
EVT000916,L00321,Lost,2025-04-18,0.0
EVT000917,L00322,Lead,2025-04-12,0.0
EVT000918,L00322,MQL,2025-04-13,0.0
EVT000919,L00322,SQL,2025-04-29,0.0
EVT000920,L00322,Lost,2025-05-06,0.0
EVT000921,L00323,Lead,2025-05-05,0.0
EVT000922,L00323,MQL,2025-05-17,0.0
EVT000923,L00323,SQL,2025-05-19,0.0
EVT000924,L00323,Lost,2025-05-27,0.0
EVT000925,L00324,Lead,2025-01-31,0.0
EVT000926,L00324,MQL,2025-02-05,0.0
EVT000927,L00324,Lost,2025-02-18,0.0
EVT000928,L00325,Lead,2025-01-12,0.0
EVT000929,L00325,MQL,2025-01-16,0.0
EVT000930,L00325,Lost,2025-02-10,0.0
EVT000931,L00326,Lead,2025-03-25,0.0
EVT000932,L00326,MQL,2025-04-03,0.0
EVT000933,L00326,Lost,2025-04-20,0.0
EVT000934,L00327,Lead,2025-01-01,0.0
EVT000935,L00327,Lost,2025-01-09,0.0
EVT000936,L00328,Lead,2025-02-01,0.0
EVT000937,L00328,Lost,2025-02-16,0.0
EVT000938,L00329,Lead,2025-05-14,0.0
EVT000939,L00329,Lost,2025-06-03,0.0
EVT000940,L00330,Lead,2025-05-05,0.0
EVT000941,L00330,Lost,2025-05-24,0.0
EVT000942,L00331,Lead,2025-02-23,0.0
EVT000943,L00331,Lost,2025-03-05,0.0
EVT000944,L00332,Lead,2025-06-05,0.0
EVT000945,L00332,Lost,2025-06-25,0.0
EVT000946,L00333,Lead,2025-01-28,0.0
EVT000947,L00333,MQL,2025-02-09,0.0
EVT000948,L00333,Lost,2025-02-21,0.0
EVT000949,L00334,Lead,2025-02-06,0.0
EVT000950,L00334,Lost,2025-02-21,0.0
EVT000951,L00335,Lead,2025-01-04,0.0
EVT000952,L00335,MQL,2025-01-10,0.0
EVT000953,L00335,Lost,2025-02-01,0.0
EVT000954,L00336,Lead,2025-03-10,0.0
EVT000955,L00336,MQL,2025-03-23,0.0
EVT000956,L00336,SQL,2025-04-03,0.0
EVT000957,L00336,Customer,2025-04-27,10078.71
EVT000958,L00337,Lead,2025-06-01,0.0
EVT000959,L00337,Lost,2025-06-17,0.0
EVT000960,L00338,Lead,2025-01-13,0.0
EVT000961,L00338,MQL,2025-01-19,0.0
EVT000962,L00338,SQL,2025-02-02,0.0
EVT000963,L00338,Lost,2025-03-01,0.0
EVT000964,L00339,Lead,2025-06-16,0.0
EVT000965,L00339,Lost,2025-06-24,0.0
EVT000966,L00340,Lead,2025-06-04,0.0
EVT000967,L00340,MQL,2025-06-10,0.0
EVT000968,L00340,SQL,2025-06-27,0.0
EVT000969,L00340,Lost,2025-07-30,0.0
EVT000970,L00341,Lead,2025-05-02,0.0
EVT000971,L00341,MQL,2025-05-07,0.0
EVT000972,L00341,Lost,2025-05-25,0.0
EVT000973,L00342,Lead,2025-04-27,0.0
EVT000974,L00342,MQL,2025-05-04,0.0
EVT000975,L00342,SQL,2025-05-10,0.0
EVT000976,L00342,Lost,2025-06-02,0.0
EVT000977,L00343,Lead,2025-03-21,0.0
EVT000978,L00343,MQL,2025-03-30,0.0
EVT000979,L00343,SQL,2025-04-10,0.0
EVT000980,L00343,Lost,2025-05-11,0.0
EVT000981,L00344,Lead,2025-05-19,0.0
EVT000982,L00344,MQL,2025-05-27,0.0
EVT000983,L00344,SQL,2025-06-04,0.0
EVT000984,L00344,Lost,2025-06-26,0.0
EVT000985,L00345,Lead,2025-06-08,0.0
EVT000986,L00345,Lost,2025-06-15,0.0
EVT000987,L00346,Lead,2025-04-17,0.0
EVT000988,L00346,Lost,2025-04-27,0.0
EVT000989,L00347,Lead,2025-03-17,0.0
EVT000990,L00347,MQL,2025-03-20,0.0
EVT000991,L00347,Lost,2025-04-10,0.0
EVT000992,L00348,Lead,2025-03-19,0.0
EVT000993,L00348,Lost,2025-04-01,0.0
EVT000994,L00349,Lead,2025-01-27,0.0
EVT000995,L00349,Lost,2025-02-08,0.0
EVT000996,L00350,Lead,2025-04-05,0.0
EVT000997,L00350,MQL,2025-04-16,0.0
EVT000998,L00350,SQL,2025-05-07,0.0
EVT000999,L00350,Lost,2025-05-22,0.0
EVT001000,L00351,Lead,2025-02-19,0.0
EVT001001,L00351,MQL,2025-02-26,0.0
EVT001002,L00351,SQL,2025-03-12,0.0
EVT001003,L00351,Customer,2025-04-06,23682.49
EVT001004,L00352,Lead,2025-02-07,0.0
EVT001005,L00352,MQL,2025-02-16,0.0
EVT001006,L00352,Lost,2025-02-25,0.0
EVT001007,L00353,Lead,2025-05-19,0.0
EVT001008,L00353,Lost,2025-05-24,0.0
EVT001009,L00354,Lead,2025-02-11,0.0
EVT001010,L00354,Lost,2025-02-22,0.0
EVT001011,L00355,Lead,2025-06-01,0.0
EVT001012,L00355,MQL,2025-06-08,0.0
EVT001013,L00355,SQL,2025-06-23,0.0
EVT001014,L00355,Lost,2025-07-22,0.0
EVT001015,L00356,Lead,2025-02-26,0.0
EVT001016,L00356,MQL,2025-03-02,0.0
EVT001017,L00356,Lost,2025-03-14,0.0
EVT001018,L00357,Lead,2025-01-16,0.0
EVT001019,L00357,MQL,2025-01-19,0.0
EVT001020,L00357,SQL,2025-01-24,0.0
EVT001021,L00357,Lost,2025-02-10,0.0
EVT001022,L00358,Lead,2025-04-25,0.0
EVT001023,L00358,MQL,2025-05-04,0.0
EVT001024,L00358,SQL,2025-05-17,0.0
EVT001025,L00358,Lost,2025-06-16,0.0
EVT001026,L00359,Lead,2025-06-17,0.0
EVT001027,L00359,MQL,2025-06-29,0.0
EVT001028,L00359,SQL,2025-07-13,0.0
EVT001029,L00359,Lost,2025-07-29,0.0
EVT001030,L00360,Lead,2025-04-04,0.0
EVT001031,L00360,Lost,2025-04-22,0.0
EVT001032,L00361,Lead,2025-06-04,0.0
EVT001033,L00361,Lost,2025-06-17,0.0
EVT001034,L00362,Lead,2025-06-28,0.0
EVT001035,L00362,Lost,2025-07-05,0.0
EVT001036,L00363,Lead,2025-03-01,0.0
EVT001037,L00363,MQL,2025-03-02,0.0
EVT001038,L00363,Lost,2025-03-19,0.0
EVT001039,L00364,Lead,2025-06-02,0.0
EVT001040,L00364,Lost,2025-06-20,0.0
EVT001041,L00365,Lead,2025-03-13,0.0
EVT001042,L00365,MQL,2025-03-14,0.0
EVT001043,L00365,SQL,2025-03-30,0.0
EVT001044,L00365,Lost,2025-04-28,0.0
EVT001045,L00366,Lead,2025-06-28,0.0
EVT001046,L00366,MQL,2025-07-03,0.0
EVT001047,L00366,Lost,2025-07-16,0.0
EVT001048,L00367,Lead,2025-05-17,0.0
EVT001049,L00367,MQL,2025-05-31,0.0
EVT001050,L00367,Lost,2025-06-25,0.0
EVT001051,L00368,Lead,2025-03-06,0.0
EVT001052,L00368,MQL,2025-03-09,0.0
EVT001053,L00368,Lost,2025-04-01,0.0
EVT001054,L00369,Lead,2025-04-26,0.0
EVT001055,L00369,Lost,2025-05-15,0.0
EVT001056,L00370,Lead,2025-06-27,0.0
EVT001057,L00370,MQL,2025-07-01,0.0
EVT001058,L00370,Lost,2025-07-19,0.0
EVT001059,L00371,Lead,2025-02-12,0.0
EVT001060,L00371,MQL,2025-02-23,0.0
EVT001061,L00371,SQL,2025-03-13,0.0
EVT001062,L00371,Lost,2025-03-25,0.0
EVT001063,L00372,Lead,2025-06-10,0.0
EVT001064,L00372,Lost,2025-06-22,0.0
EVT001065,L00373,Lead,2025-04-15,0.0
EVT001066,L00373,MQL,2025-04-16,0.0
EVT001067,L00373,SQL,2025-04-22,0.0
EVT001068,L00373,Lost,2025-05-27,0.0
EVT001069,L00374,Lead,2025-01-27,0.0
EVT001070,L00374,MQL,2025-02-06,0.0
EVT001071,L00374,Lost,2025-02-21,0.0
EVT001072,L00375,Lead,2025-03-25,0.0
EVT001073,L00375,MQL,2025-03-29,0.0
EVT001074,L00375,Lost,2025-04-10,0.0
EVT001075,L00376,Lead,2025-02-10,0.0
EVT001076,L00376,Lost,2025-02-17,0.0
EVT001077,L00377,Lead,2025-05-28,0.0
EVT001078,L00377,MQL,2025-05-31,0.0
EVT001079,L00377,SQL,2025-06-14,0.0
EVT001080,L00377,Lost,2025-06-26,0.0
EVT001081,L00378,Lead,2025-03-03,0.0
EVT001082,L00378,MQL,2025-03-09,0.0
EVT001083,L00378,SQL,2025-03-18,0.0
EVT001084,L00378,Lost,2025-04-17,0.0
EVT001085,L00379,Lead,2025-06-18,0.0
EVT001086,L00379,MQL,2025-06-22,0.0
EVT001087,L00379,SQL,2025-06-28,0.0
EVT001088,L00379,Customer,2025-07-20,17116.98
EVT001089,L00380,Lead,2025-06-01,0.0
EVT001090,L00380,Lost,2025-06-08,0.0
EVT001091,L00381,Lead,2025-06-29,0.0
EVT001092,L00381,MQL,2025-07-02,0.0
EVT001093,L00381,SQL,2025-07-23,0.0
EVT001094,L00381,Lost,2025-08-01,0.0
EVT001095,L00382,Lead,2025-05-11,0.0
EVT001096,L00382,MQL,2025-05-20,0.0
EVT001097,L00382,SQL,2025-05-26,0.0
EVT001098,L00382,Customer,2025-06-09,5085.97
EVT001099,L00383,Lead,2025-04-14,0.0
EVT001100,L00383,Lost,2025-04-25,0.0
EVT001101,L00384,Lead,2025-03-03,0.0
EVT001102,L00384,MQL,2025-03-06,0.0
EVT001103,L00384,SQL,2025-03-10,0.0
EVT001104,L00384,Lost,2025-03-23,0.0
EVT001105,L00385,Lead,2025-02-03,0.0
EVT001106,L00385,MQL,2025-02-09,0.0
EVT001107,L00385,Lost,2025-02-12,0.0
EVT001108,L00386,Lead,2025-05-23,0.0
EVT001109,L00386,MQL,2025-05-28,0.0
EVT001110,L00386,SQL,2025-06-03,0.0
EVT001111,L00386,Lost,2025-06-30,0.0
EVT001112,L00387,Lead,2025-06-09,0.0
EVT001113,L00387,MQL,2025-06-12,0.0
EVT001114,L00387,Lost,2025-06-20,0.0
EVT001115,L00388,Lead,2025-02-01,0.0
